ResultIdentifier,ResultMeasureValue,UOM,Characteristic,CharacteristicURI,ActivityIdentifier,ActivityDateTime,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,Latitude,Longitude,SampleCollectionMethod,ResultSampleFractionText,ResultValueTypeName,ResultCommentText,DepthMeasure,ResultAnalyticalMethod,MethodName,LastUpdated
NWIS-47437519,2.21,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00700133,2007-05-14T13:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-94986456,3.65,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01300224,2013-07-15T09:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-322025111033101,32.3403,-111.0586,,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: NWQL Rapi-Note 2011-21 (RLC: IRL => LT-MDL)",,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103865711,4.42,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600277,2016-02-29T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321955111064401,32.3319,-111.1122,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-106027343,3.86,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600544,2016-01-29T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321947111060901,32.3297,-111.1025,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103865790,5.36,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600280,2016-01-21T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321932111063601,32.3256,-111.11,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103315199,8.87,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600040,2016-02-08T15:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321929111070601,32.3247,-111.1183,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103258056,6.37,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600037,2016-01-11T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111065101,32.3214,-111.1142,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103257976,5.87,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600036,2016-01-11T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111062702,32.3214,-111.1075,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-105515107,4.67,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600459,2016-08-16T11:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321914111063401,32.3206,-111.1094,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-94846192,1.34,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01300217,2013-06-26T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321846110592801,32.3128,-110.9911,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible centrifugal pump,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: NWQL Rapi-Note 2011-21 (RLC: IRL => LT-MDL)",,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-103315120,6.03,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01600039,2016-02-09T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321840111055001,32.3111,-111.0972,,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-47380130,12.3,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00300179,2003-03-13T11:15:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321658111082001,32.2828,-111.1389,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-97269583,1.5,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01300418,2013-08-07T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321642111143301,32.2783,-111.2425,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: NWQL Rapi-Note 2011-21 (RLC: IRL => LT-MDL)",,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-47375135,1.13,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00300051,2002-11-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321517111120801,32.2547,-111.2022,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47324372,6.99,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00000518,2000-07-18T08:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320434111193702,32.0761,-111.3269,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47338928,1.8,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00100328,2001-04-17T09:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47437566,1.79,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00700134,2007-05-17T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-78784263,1.8,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00800180,2008-06-13T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-96399811,1.64,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01300336,2013-09-04T09:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320138111165301,32.0272,-111.2814,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: NWQL Rapi-Note 2011-21 (RLC: IRL => LT-MDL)",,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-47376343,3.59,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00300099,2002-12-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-125119950,5.43,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.02300196,2023-02-03T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-125120503,0.338,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.02300198,2023-02-02T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320115112573001,32.0208,-112.9583,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-125120225,2.19,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.02300197,2023-02-02T17:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315743113050201,31.9619,-113.0839,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-47324407,2.33,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00000519,2000-07-18T12:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47338966,10,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00100329,2001-04-17T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47437613,4.7,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00700135,2007-05-17T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-78784310,4.79,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00800181,2008-06-11T11:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47314949,4.25,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00000226,2000-04-17T12:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47338776,4.5,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00100324,2001-04-02T12:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47364296,4.4,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00200315,2002-04-29T14:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47437425,4.23,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00700130,2007-05-22T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-125120780,4.25,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.02300199,2023-02-03T13:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315232112475501,31.8756,-112.7986,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-125119673,4.51,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.02300195,2023-02-01T16:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315056112424301,31.8489,-112.7119,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-95528743,1.26,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01300296,2013-07-16T09:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315010111000701,31.8361,-111.0019,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: NWQL Rapi-Note 2011-21 (RLC: IRL => LT-MDL)",,USGS:RED01,"NO3+NO2, wf, FCC,NaR, DA",
NWIS-81909171,2.5,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.01000036,2009-12-16T12:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-314441110311501,31.7447,-110.5208,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47324481,0.75,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00000522,2000-07-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-47339043,2.4,mg/l,Nitrate + Nitrite as N,ex:property/nitratenitriteasn,nwisaz.01.00100332,2001-04-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL048,"Nutrients, wf, Cd reduct, color",
NWIS-96936145,2.53,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300400,2013-07-25T09:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-322549111191601,32.4303,-111.3211,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324265,6.54,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000515,2000-07-17T10:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338813,7.1,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100325,2001-04-16T12:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364334,6.5,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00200316,2002-05-06T10:15:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324300,1.8,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000516,2000-07-21T09:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322528110563301,32.4244,-110.9425,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338851,2,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100326,2001-04-16T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322528110563301,32.4244,-110.9425,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324335,3.38,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000517,2000-07-21T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338889,3.7,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100327,2001-04-16T14:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364373,2.7,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00200317,2002-05-07T09:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437518,2.21,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00700133,2007-05-14T13:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-94986455,3.65,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300224,2013-07-15T09:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-322025111033101,32.3403,-111.0586,,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103865710,4.41,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600277,2016-02-29T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321955111064401,32.3319,-111.1122,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-106027342,3.86,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600544,2016-01-29T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321947111060901,32.3297,-111.1025,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103865789,5.36,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600280,2016-01-21T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321932111063601,32.3256,-111.11,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103315198,8.87,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600040,2016-02-08T15:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321929111070601,32.3247,-111.1183,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103258055,6.37,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600037,2016-01-11T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111065101,32.3214,-111.1142,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103257975,5.87,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600036,2016-01-11T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111062702,32.3214,-111.1075,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-105515106,4.67,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600459,2016-08-16T11:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321914111063401,32.3206,-111.1094,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-94846191,1.34,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300217,2013-06-26T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321846110592801,32.3128,-110.9911,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible centrifugal pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103315119,6.03,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01600039,2016-02-09T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321840111055001,32.3111,-111.0972,,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47380129,12.3,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00300179,2003-03-13T11:15:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321658111082001,32.2828,-111.1389,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-97269582,1.5,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300418,2013-08-07T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321642111143301,32.2783,-111.2425,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47375134,1.13,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00300051,2002-11-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321517111120801,32.2547,-111.2022,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324371,6.99,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000518,2000-07-18T08:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320434111193702,32.0761,-111.3269,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338927,1.8,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100328,2001-04-17T09:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437565,1.79,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00700134,2007-05-17T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-78784262,1.8,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00800180,2008-06-13T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-82191544,10.1,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00800354,2007-11-03T12:30:00-07:00,,University of Arizona,USGS-320209110282401,32.0358,-110.4733,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:IC004,"Nitrate, wf, IC",
NWIS-96399810,1.64,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300336,2013-09-04T09:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320138111165301,32.0272,-111.2814,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47376342,3.5,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00300099,2002-12-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125119949,5.42,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.02300196,2023-02-03T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120502,0.334,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.02300198,2023-02-02T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320115112573001,32.0208,-112.9583,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120224,2.18,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.02300197,2023-02-02T17:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315743113050201,31.9619,-113.0839,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324406,2.33,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000519,2000-07-18T12:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338965,10,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100329,2001-04-17T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437612,4.7,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00700135,2007-05-17T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
